[enrich] 995 cases to enrich (skipping 5 already up-to-date)
[1/995] BookMyShow Booking Decline Investigation           ✓ enriched in 150.7s → data/dossiers/3916821b-4473-4826-85ac-cb95878b97c1.json
[448/995] Graphical Interpretation: Introduction             ✗ fetch failed
[449/995] Airport Profitability                              ✗ fetch failed
[450/995] New Product Development                            ✗ fetch failed
[451/995] IT Services                                        ✗ fetch failed
[452/995] U.S. Shoe Manufacturing                            ✗ fetch failed
[453/995] Private Equity                                     ✗ fetch failed
[454/995] Shoe Manufacturing Location Decision               ✗ fetch failed
[455/995] Chicago Parking Meter Revenue Estimation           ✗ fetch failed
[456/995] Graphical Interpretation Case                      ✗ fetch failed
[457/995] Personal Interviews                                ✗ fetch failed
[458/995] Consulting Interview Book (Excerpt)                ✗ fetch failed
[459/995] Consulting Career Meaning and Interview Process    ✗ fetch failed
[460/995] Level Loading vs Seniority                         ✗ fetch failed
[461/995] Supermarket Chain Revenue Improvement              ✗ fetch failed
[462/995] Field Engineer Attrition in Mumbai                 ✗ fetch failed
[463/995] Primary Investment vs. M&A (Qualitative)           ✗ fetch failed
[464/995] Ubisoft Board of Directors and Corporate Governanc ✗ fetch failed
[465/995] SLS Offshore Attrition Case                        ✗ fetch failed
[466/995] Netflix Adoption Rate in India                     ✗ fetch failed
[467/995] SLS High Attrition Case                            ✗ fetch failed
[468/995] Airport Case                                       ✗ fetch failed
[469/995] Electric Charging Stations Guesstimate             ✗ fetch failed
[470/995] Sony Group Revenue and Contract Balances (Financia ✗ fetch failed
[471/995] Sony Group Corporation Financial Data (Fiscal Year ✗ fetch failed
[472/995] SLC Airport Passenger Estimation                   ✗ fetch failed
[473/995] Human Capital Case                                 ✗ fetch failed
[474/995] Strategic Portfolio Assessment                     ✗ fetch failed
[475/995] Allentown Materials Corporation: The Electronic Pr ✗ fetch failed
[476/995] Sizing the US market for snacking almonds          ✗ fetch failed
[477/995] Human Capital Case: Acquisition Integration        ✗ fetch failed
[478/995] Yermakov Local Fashion Training                    ✗ fetch failed
[479/995] Portfolio Restructuring                            ✗ fetch failed
[480/995] Free Trade vs. Protectionism Decision              ✗ fetch failed
[481/995] Google Search Ads Spam Clicks                      ✗ fetch failed
[482/995] Pharma Company Outsourcing                         ✗ fetch failed
[483/995] Waltham&Rose Human Capital Case                    ✗ fetch failed
[484/995] Data Request Brainstorm                            ✗ fetch failed
[485/995] Total Landed Cost - Sourcing Decision for Shoes    ✗ fetch failed
[486/995] Indian Airlines Company                            ✗ fetch failed
[487/995] Sports Team Valuation Case                         ✗ fetch failed
[488/995] Medical Device Co. BloodStopper Cost Breakdown     ✗ fetch failed
[489/995] China's Iron Ore Cash Cost Curve Analysis          ✗ fetch failed
[490/995] Prisoner's Dilemma Payoff Matrix Analysis          ✗ fetch failed
[491/995] Purchasing Your Coffee Maker                       ✗ fetch failed
[492/995] Edible Oil Manufacturer                            ✗ fetch failed
[493/995] Food Catering Company DSO Investigation            ✗ fetch failed
[494/995] Candy Manufacturing                                ✗ fetch failed
[495/995] Synergy Analysis for Baseball Team Acquisition     ✗ fetch failed
[496/995] National Park Service Ranger Retention             ✗ fetch failed
[497/995] Late Partner                                       ✗ fetch failed
[498/995] Ranger Retention Cost Analysis                     ✗ fetch failed
[499/995] National Park Ranger Retention Brainstorming       ✗ fetch failed
[500/995] Chickflix.com                                      ✗ fetch failed
[501/995] Penn & Teller Show Profitability                   ✗ fetch failed
[502/995] Improving Tourism Revenues                         ✗ fetch failed
[503/995] Design an app for regional music promotion         ✗ fetch failed
[504/995] Economic Impact of a Sporting Event                ✗ fetch failed
[505/995] Caesars P&T Show Replacement Decision              ✗ fetch failed
[506/995] University Apartments                              ✗ fetch failed
[507/995] Home Inspectors Expansion                          ✗ fetch failed
[508/995] Pharmaceutical Industry                            ✗ fetch failed
[509/995] Middle East Nationalisation Policy – Consulting Im ✗ fetch failed
[510/995] EnerForce Acquisition Case                         ✗ fetch failed
[511/995] SKP Screen Sales Volume & Discounting Analysis     ✗ fetch failed
[512/995] Value Chain Cost Structure Analysis                ✗ fetch failed
[513/995] Home Inspection Co.                                ✗ fetch failed
[514/995] Big School Bus Company                             ✗ fetch failed
[515/995] Swiggy Profitability and Strategic Analysis        ✗ fetch failed
[516/995] University Bank                                    ✗ fetch failed
[517/995] PwC India Case: Procurement at ISB & FMCG Supply C ✗ fetch failed
[518/995] Medical Device Co. & Spongy's Deal                 ✗ fetch failed
[519/995] Discount/Volume Curve Analysis                     ✗ fetch failed
[520/995] Don Rogers' Leadership and Organizational Changes  ✗ fetch failed
[521/995] Pricing of Apartments in a New Housing Complex     ✗ fetch failed
[522/995] Vivid TV Screen Pricing Case                       ✗ fetch failed
[523/995] Vivid Customer Feedback Analysis                   ✗ fetch failed
[524/995] Market Entry Analysis of Colorado                  ✗ fetch failed
[525/995] Packard Electric RIM Grommet Development Decision  ✗ fetch failed
[526/995] Gas Station Profit Decline                         ✗ fetch failed
[527/995] Case II                                            ✗ fetch failed
[528/995] Telecom Service Provider Churn Rate Reduction      ✗ fetch failed
[529/995] Telecom Service Provider Customer Retention        ✗ fetch failed
[530/995] Sony Group Partial Spin-off of Financial Services  ✗ fetch failed
[531/995] Cost Analysis for Retail Stores                    ✗ fetch failed
[532/995] BMW PLANT SETUP                                    ✗ fetch failed
[533/995] Cow Feed Pricing Case                              ✗ fetch failed
[534/995] Product Manager Career Path                        ✗ fetch failed
[535/995] Movin’ on Out: Local Co. Clothing                  ✗ fetch failed
[536/995] Too Dollar Store                                   ✗ fetch failed
[537/995] Candy Manufacturing Profitability Analysis         ✗ fetch failed
[538/995] Bike DVD Rental Service in NYC                     ✗ fetch failed
[539/995] Allentown Materials Corporation EPD: New Product D ✗ fetch failed
[540/995] The Coffee Grind                                   ✗ fetch failed
[541/995] Division Poor Performance Diagnosis                ✗ fetch failed
[542/995] Security Systems (II of VI)                        ✗ fetch failed
[543/995] Sony Group Corporation Financial Disclosures on Ac ✗ fetch failed
[544/995] Big Truck Company                                  ✗ fetch failed
[545/995] Candy Manufacturing Profitability                  ✗ fetch failed
[546/995] Design a security system for Satya Nadella’s house ✗ fetch failed
[547/995] LOW-MID RANGE AIR CARRIER                          ✗ fetch failed
[548/995] On-Site Service Execution                          ✗ fetch failed
[549/995] Unit Profitability Conclusion - Offshoring Manufac ✗ fetch failed
[550/995] Chickflix.com Pricing Case                         ✗ fetch failed
[551/995] Chickflix.com Profitability Decline                ✗ fetch failed
[552/995] Favorite App Analysis                              ✗ fetch failed
[553/995] Palm Beach Capital Cruise Line Acquisition         ✗ fetch failed
[554/995] Hotel and Hospitality Performance Metrics          ✗ fetch failed
[555/995] Oil and Gas                                        ✗ fetch failed
[556/995] Airline Industry Performance Metrics               ✗ fetch failed
[557/995] Vidi-Games                                         ✗ fetch failed
[558/995] Insurance in Financial Services                    ✗ fetch failed
[559/995] Private Equity Fund Acquisition                    ✗ fetch failed
[560/995] Cost Assumptions (2 of 2)                          ✗ fetch failed
[561/995] Big School Bus Company                             ✗ fetch failed
[562/995] American Beauty Company - Market Share Calculation ✗ fetch failed
[563/995] American Beauty Company                            ✗ fetch failed
[564/995] Appliance Insurance (II of II)                     ✗ fetch failed
[565/995] Consulting Firm Utilization Analysis               ✗ fetch failed
[566/995] Cab Call Drop Issue                                ✗ fetch failed
[567/995] National Business Case Study Competition           ✗ fetch failed
[568/995] Infrastructure Industry Performance Metrics        ✗ fetch failed
[569/995] Case 9: Calling the TTC                            ✗ fetch failed
[570/995] Big School Bus Company: Extracting More Value      ✗ fetch failed
[571/995] Automotive Performance Metrics                     ✗ fetch failed
[572/995] Beer Manufacturing Company – Cost Structure        ✗ fetch failed
[573/995] Product Manager Role                               ✗ fetch failed
[574/995] Skedasky Farms                                     ✗ fetch failed
[575/995] Sugar Reduction Value Case                         ✗ fetch failed
[576/995] Yermakov Human Capital Case                        ✗ fetch failed
[577/995] FMCG Performance Metrics                           ✗ fetch failed
[578/995] Retail                                             ✗ fetch failed
[579/995] Sugar Reduction Value Assessment                   ✗ fetch failed
[580/995] EPC Client - Solar Manufacturing Market Entry      ✗ fetch failed
[581/995] Sponge Iron Manufacturer                           ✗ fetch failed
[582/995] Hospitality Industry                               ✗ fetch failed
[583/995] Malaysia in the 1990s (A)                          ✗ fetch failed
[584/995] Price for My Prize?                                ✗ fetch failed
[585/995] Fruit Juice Manufacturer                           ✗ fetch failed
[586/995] Battery Manufacturer                               ✗ fetch failed
[587/995] Revolutionary Teleportation Device                 ✗ fetch failed
[588/995] What About the Leftovers?                          ✗ fetch failed
[589/995] Flipkart Medium-Term Growth Strategy               ✗ fetch failed
[590/995] Polyethylene Resin (4)                             ✗ fetch failed
[591/995] Guesstimates Compilation (Gold Flake, Crows, Multi ✗ fetch failed
[592/995] Urea Manufacturer Revenue Decline                  ✗ fetch failed
[593/995] Portable BP Machine Manufacturer                   ✗ fetch failed
[594/995] SHARE IITK Global Case Competition: Emotion-Aware  ✗ fetch failed
[595/995] 100 Ball Cricket Game                              ✗ fetch failed
[596/995] Textile Business Owner                             ✗ fetch failed
[597/995] Public Sector Bank Profitability Decline           ✗ fetch failed
[598/995] Avaan Product Catalogue                            ✗ fetch failed
[599/995] Hepatitis Drug Pricing                             ✗ fetch failed
[600/995] How many passengers does the SLC Airport handle an ✗ fetch failed
[601/995] Russian Heavy Truck Manufacturer                   ✗ fetch failed
[602/995] Outsourcing/Offshoring                             ✗ fetch failed
[603/995] Smyth & Company Credit Risk Assessment             ✗ fetch failed
[604/995] Consulting at UCLA Anderson                        ✗ fetch failed
[605/995] Chinese Cars                                       ✗ fetch failed
[606/995] Steel Manufacturer Performance Improvement         ✗ fetch failed
[607/995] Clairvoyance 2026: Healthsol Disaster Response Str ✗ fetch failed
[608/995] Squash Balls                                       ✗ fetch failed
[609/995] Rogers's Leadership and EPD Performance Problem    ✗ fetch failed
[610/995] Food Catering Company - Increase in Days Sales Out ✗ fetch failed
[611/995] Hugo Noos Online Expansion                         ✗ fetch failed
[612/995] Clairvoyance 2026: Healthsol Disaster Response Str ✗ fetch failed
[613/995] Airlines Industry Overview                         ✗ fetch failed
[614/995] Smyth & Company Financing Decision                 ✗ fetch failed
[615/995] The Coffee Grind                                   ✗ fetch failed
[616/995] Packard Electric RIM Grommet Decision              ✗ fetch failed
[617/995] Packard Electric RIM Grommet Development           ✗ fetch failed
[618/995] Report on Pricing Strategies for Regulus Solar Pow ✗ fetch failed
[619/995] Human Capital Case Framework                       ✗ fetch failed
[620/995] Electronic Products Division (EPD) Performance Dec ✗ fetch failed
[621/995] Argentina Sovereign Debt Repudiation Evaluation    ✗ fetch failed
[622/995] Malaysia's Development Strategy Evaluation         ✗ fetch failed
[623/995] Estimating Instagram Uploads in India              ✗ fetch failed
[624/995] Oil Distributor – Interview Transcript             ✗ fetch failed
[625/995] Waltham&Rose Training Methodologies                ✗ fetch failed
[626/995] Tackling Case Analysis                             ✗ fetch failed
[627/995] Framework and Clarifying Questions                 ✗ fetch failed
[628/995] Don Rogers' Leadership at Electronic Products Divi ✗ fetch failed
[629/995] Malaysia in the 1990s (A) Development Strategy Eva ✗ fetch failed
[630/995] General Motors: Packard Electric Division - RIM Gr ✗ fetch failed
[631/995] General Motors: Packard Electric Division          ✗ fetch failed
[632/995] Allentown Materials Corporation: EPD Conflict and  ✗ fetch failed
[633/995] Allentown Materials Corporation: Electronic Produc ✗ fetch failed
[634/995] Allentown Materials Corporation: New Product Devel ✗ fetch failed
[635/995] Paint Pricing                                      ✗ fetch failed
[636/995] Matt's Coffee Maker Decision                       ✗ fetch failed
[637/995] Square Enix Holdings Corporate Governance Structur ✗ fetch failed
[638/995] ChocolateCo: Profits are not so sweet              ✗ fetch failed
[639/995] CarPool: Expansion across the Pond                 ✗ fetch failed
[640/995] CruiseLine Co. Acquisition                         ✗ fetch failed
[641/995] Guesstimating Number of Parking Slots at Navi Mumb ✗ fetch failed
[642/995] Bank Robber                                        ✗ fetch failed
[643/995] Hair Products Private Equity Case                  ✗ fetch failed
[644/995] The Philadelphia Zoo Buys a Panda                  ✗ fetch failed
[645/995] ChocolateCo Project                                ✗ fetch failed
[646/995] Waltham&Rose Case                                  ✗ fetch failed
[647/995] Oil Manufacturer                                   ✗ fetch failed
[648/995] Squash Balls Sold in India                         ✗ fetch failed
[649/995] Fabio's: Hair Salons and Headshots                 ✗ fetch failed
[650/995] Palm Beach Capital: Cruise Line Acquisition        ✗ fetch failed
[651/995] Local Co. Clothing Offshoring                      ✗ fetch failed
[652/995] BudgetAirCo Baggage Fee                            ✗ fetch failed
[653/995] Helicopter Market                                  ✗ fetch failed
[654/995] Milk Required by Each Coffee Shop in Connaught Pla ✗ fetch failed
[655/995] Hospitality Industry Overview                      ✗ fetch failed
[656/995] Middle East Nationalisation Policy – Consulting Im ✗ fetch failed
[657/995] Defending Swiggy's Margin: Two AI Threats          ✗ fetch failed
[658/995] Closing Swiggy's Order Frequency Gap               ✗ fetch failed
[659/995] Number of flights taking off from Delhi per week   ✗ fetch failed
[660/995] Prosperity Pitch: The 'Weave UP' Strategic Framewo ✗ fetch failed
[661/995] Heavy Things Fitness: Declining Membership Analysi ✗ fetch failed
[662/995] ReStrategize for Hippo                             ✗ fetch failed
[663/995] Mokobara Malaysia Market Entry                     ✗ fetch failed
[664/995] Ant Financial International Expansion Strategy     ✗ fetch failed
[665/995] Number of Ola and Uber Cabs Running in Delhi NCR p ✗ fetch failed
[666/995] Market Size of Healthy Biscuit Industry in India   ✗ fetch failed
[667/995] Product Proposal Template                          ✗ fetch failed
[668/995] Uttar Pradesh Textile Sector Revitalization        ✗ fetch failed
[669/995] Ant Financial (A)                                  ✗ fetch failed
[670/995] Revenue of a Salon per Year                        ✗ fetch failed
[671/995] Ant Financial's Internationalization: Serving Chin ✗ fetch failed
[672/995] Ant Financial's Internationalization: Replicating  ✗ fetch failed
[673/995] Ant Financial's Credit Profiling: Zhima Credit and ✗ fetch failed
[674/995] Ant Financial's Processing Capabilities and Risk M ✗ fetch failed
[675/995] Number of Orders Placed on Swiggy in Delhi in a Da ✗ fetch failed
[676/995] Heavy Things Fitness: Targeting Gen X and Y Custom ✗ fetch failed
[677/995] The Curious Case of the Rubber Factory             ✗ fetch failed
[678/995] Ant Financial's MYbank: 3-1-0 Loan System for Smal ✗ fetch failed
[679/995] Electronics Retailer (II of III)                   ✗ fetch failed
[680/995] New Heritage Doll Company: Capital Budgeting       ✗ fetch failed
[681/995] Drop in profits of a fishing company               ✓ enriched in 4.2s → data/dossiers/3aa35af4-92e8-44ed-a894-e6a597919d68.json
[682/995] Alpha Sports Team Investment                       ✓ enriched in 3.5s → data/dossiers/ab59f069-7b50-4d96-830e-9683819f48ec.json
[683/995] Book Retailer                                      ✗ cerebras 404: {"message":"Model llama3.1-70b does not exist or you do not have access to it.","type":"not_found_error","param":"model","code":"model_not_found"}
[684/995] Health Insurance Profitability Decline             ✓ enriched in 6.3s → data/dossiers/aa4d1e59-0828-4325-a3a0-33b0048461ae.json
[685/995] Gridlock: India’s Integrated Energy Transition Cha ✓ enriched in 4.6s → data/dossiers/337e28c5-3a95-4385-b249-638aae3b485c.json
[686/995] Number of Credit Cards in India                    ✓ enriched in 128.0s → data/dossiers/76566924-6a22-4627-926f-7a60b23e21ae.json
[687/995] Gumby's Pizza                                      ✓ enriched in 5.3s → data/dossiers/676661c7-e964-4031-a5a8-4cc300a50866.json
[688/995] Low-Cost Airline Operator                          ✓ enriched in 4.7s → data/dossiers/30fad9d0-627d-4158-848f-171c2571d4c1.json
[689/995] Beer Manufacturing Company                         ✓ enriched in 3.7s → data/dossiers/6450f445-7d83-4630-9ad8-321e38b85b79.json
[690/995] Oncology Firm Profitability                        ✓ enriched in 4.0s → data/dossiers/c266eed8-e1ff-4b01-ac67-aaca5be945f8.json
[691/995] Telecom Billing Process                            ✓ enriched in 51.6s → data/dossiers/f32911f3-13f7-4870-abd7-cdd1aeffd9aa.json
[692/995] Urea Manufacturer                                  ✓ enriched in 4.8s → data/dossiers/2459d976-6ff3-4171-a24e-6963d3c51607.json
[693/995] Outstanding Education Loans in India               ✓ enriched in 3.8s → data/dossiers/52c30a21-0b23-4854-b85e-44e9260383aa.json
[694/995] Market Size of Fantasy Sports in India             ✓ enriched in 3.9s → data/dossiers/4a8427a0-52c9-47fe-b9e2-f1caf7fce836.json
[695/995] Oil Distributor                                    ✓ enriched in 4.7s → data/dossiers/6fbfc330-76f0-4039-be52-f62ef730feb1.json
[696/995] Urea Manufacturer Profitability                    ✓ enriched in 4.6s → data/dossiers/4de89b05-b4d2-4374-bb72-7715fea0622c.json
[697/995] Beverage Manufacturer                              ✓ enriched in 3.8s → data/dossiers/d064779d-902a-4c3d-8831-85e63971429f.json
[698/995] Revenue of a Delhi-Gurgaon Toll Plaza in a Day     ✓ enriched in 59.1s → data/dossiers/dd653323-a1d7-464f-8119-668bb34b925d.json
[699/995] Beer Manufacturer Cost Reduction                   ✓ enriched in 4.6s → data/dossiers/d80c2113-d71a-44a1-9579-7f350c6e8c48.json
[700/995] Public Sector Bank                                 ✓ enriched in 4.1s → data/dossiers/c7f00219-c7c8-4385-ac21-21797f2b6f8a.json
[701/995] SpiceJet Profitability                             ✓ enriched in 4.1s → data/dossiers/ad42fa12-0ba2-4ab5-9848-aa45380247b4.json
[702/995] Textile Company                                    ✓ enriched in 3.7s → data/dossiers/cbe03764-03d2-4bba-a0ce-c0f084eba062.json
[703/995] Market Size of Tyre Industry in India per Year     ✓ enriched in 4.4s → data/dossiers/781a169e-4eb8-4cf0-8a60-5d2975b7b59f.json
[704/995] Product Pe Charcha: Job Portal for Migrant Workers ✓ enriched in 27.4s → data/dossiers/2ac0d72d-0fc2-4ade-b6cc-c3671a7fa928.json
[705/995] Textile Company Return on Capital                  ✓ enriched in 4.5s → data/dossiers/76b45c95-d108-459b-bbd9-77e3f071173e.json
[706/995] Integrated Steel Manufacturer                      ✓ enriched in 3.8s → data/dossiers/974fac9a-c10a-4f0f-9d48-1501637c87c8.json
[707/995] To Buy or Not to Buy – The Case of Home Art Store  ✓ enriched in 5.8s → data/dossiers/c9a4734f-4948-49be-bc00-e6fdb653ee69.json
[708/995] Meal Coupon Company                                ✓ enriched in 5.1s → data/dossiers/2b021f2f-b960-4bce-b6cf-0d41d622e92a.json
[709/995] Strategic Management Master Compendium: The Consul ✓ enriched in 32.5s → data/dossiers/e9876d9a-e37c-4f60-b409-3ac7bef0609f.json
[710/995] Steel Industry                                     ✓ enriched in 4.5s → data/dossiers/4dbbc6cc-aad3-4488-bb96-286fa159195a.json
[711/995] Restaurant Profitability                           ✓ enriched in 3.8s → data/dossiers/ea05b5f0-bc22-421e-bccf-edc261972c16.json
[712/995] Client Card Company                                ✓ enriched in 4.5s → data/dossiers/ef4e90d7-cb31-49b6-bd73-f50da0ddc299.json
[713/995] Insurance company                                  ✓ enriched in 4.2s → data/dossiers/e36f41a2-dd55-40ad-9b41-553d6b15c55b.json
[714/995] Insurance Market Entry                             ✓ enriched in 83.8s → data/dossiers/fb34bd54-d6cf-47d2-9063-203ee439d46a.json
[715/995] Market Entry                                       ✓ enriched in 3.8s → data/dossiers/509f7d00-3ec4-4ae1-a186-1a821b441cca.json
[716/995] Nuvie Social Growth Challenge                      ✓ enriched in 4.8s → data/dossiers/4c063f1d-373b-4450-b4b0-4079217c604c.json
[717/995] Electric buses                                     ✓ enriched in 4.1s → data/dossiers/333df41c-9679-46e5-9fc5-eccf5ace983f.json
[718/995] Seat Manufacturer Cost Reduction                   ✓ enriched in 5.0s → data/dossiers/8181564d-a51b-4bec-aeb4-9d4d34b398f0.json
[719/995] Retirement benefits policy                         ✓ enriched in 37.2s → data/dossiers/a5eb8d8a-0b1a-46d7-9192-cb0a48f3ba75.json
[720/995] New Product Launch                                 ✓ enriched in 69.4s → data/dossiers/9290ef95-efcc-4ed6-8f50-692e50bd1dff.json
[721/995] Helicopter Service                                 ✓ enriched in 68.3s → data/dossiers/19ff3f61-a3ff-46ca-a3f5-dd1070f07355.json
[722/995] Strategic Audit: The Guardian (2008) - Transition  ✓ enriched in 83.1s → data/dossiers/b5f5fab1-deed-4386-9a60-0485839f4e8e.json
[723/995] European Airline Expansion                         ✓ enriched in 104.5s → data/dossiers/f0ab679a-ce2f-4484-8175-7601fe3cbab7.json
[724/995] Surya Electrical Company                           ✓ enriched in 100.5s → data/dossiers/4cf055bd-b912-4bc5-aecd-f5ccf029c269.json
[725/995] European Airline                                   ✓ enriched in 81.0s → data/dossiers/5b688d66-a01d-4caa-bb61-0e747e5d2bba.json
[726/995] Cow Feed Pricing                                   ✓ enriched in 71.6s → data/dossiers/523631cd-c812-41c5-ad8c-959d261cf3e6.json
[727/995] Fintech Market Entry in UAE                        ✓ enriched in 161.3s → data/dossiers/82f377d0-532e-47cf-88c8-0f553836a839.json
[728/995] Weekly Revenue from Food Stalls in a Delhi Mall Fo ✓ enriched in 198.5s → data/dossiers/68dfcc33-ad3c-4025-bb81-0eeaec06adfa.json
[729/995] Ubisoft Financial Statements Analysis              ✓ enriched in 91.6s → data/dossiers/fbafecbe-7f0f-412b-826b-176115f15b2f.json
[730/995] Elevator Manufacturer Competitive Response         ✓ enriched in 54.6s → data/dossiers/84141be0-6c74-4b44-ae7d-72b7ed734250.json
[731/995] Asset Management Performance Metrics               ✓ enriched in 85.7s → data/dossiers/b357d1a3-5222-4e00-9a5b-2e749d1cd558.json
[732/995] Fortune 500 Client Attrition                       ✓ enriched in 187.7s → data/dossiers/307a4924-28f3-442d-97ed-1ef3fce2c809.json
[733/995] Maple Tree Accessory Shop                          ✓ enriched in 83.5s → data/dossiers/3e530c02-f5f1-473d-aac1-231890c9a8c2.json
[734/995] Amount of Paint Required to Paint a Car            ✓ enriched in 67.6s → data/dossiers/7bcb1702-032c-49c6-941f-98f75b4be2a1.json
[735/995] Scaling General Trade Growth at Technosport        ✓ enriched in 41.2s → data/dossiers/abcdc881-b837-4ca7-af72-7397e507e7e4.json
[736/995] Wool Yarn Manufacturer Growth Strategy             ✓ enriched in 106.1s → data/dossiers/c8c9016e-e5c7-4add-a09d-de01839de2eb.json
[737/995] Virtual Reality                                    ✓ enriched in 73.2s → data/dossiers/133753f1-2d13-4011-9245-ea925c8d466f.json
[738/995] Cab Driver                                         ✓ enriched in 73.6s → data/dossiers/bec6382d-1801-481f-b8a1-03b2a90cf840.json
[739/995] Indian Oil and Gas Company Growth Strategy         ✓ enriched in 145.6s → data/dossiers/90ad5bc9-8e32-4a94-bc92-217e10fc5b97.json
[740/995] Residential Complex Pricing                        ✓ enriched in 94.9s → data/dossiers/c107ced9-1919-4bc6-86f4-4f19b2c8a3e0.json
[741/995] Packaging Manufacturer                             ✓ enriched in 4.5s → data/dossiers/6783bc33-6273-4f17-ac2f-be96fe721edc.json
[742/995] Digitization of Indian General Trade for Activewea ✓ enriched in 125.9s → data/dossiers/9ab987c5-6166-4241-8379-c6d9a0714022.json
[743/995] Consulting Interview Book - Resources and Evaluati ✓ enriched in 100.1s → data/dossiers/534fbccf-e930-46e7-99fc-f7f76adc57a7.json
[744/995] Light Bulb Pricing                                 ✓ enriched in 146.3s → data/dossiers/7ed63c59-414d-4181-b662-63cee0a42bf9.json
[745/995] General Trade                                      ✓ enriched in 99.3s → data/dossiers/e6e76f7c-9727-423c-9ce1-9e8613722e90.json
[746/995] Horizontal Integration in E-commerce               ✓ enriched in 94.1s → data/dossiers/97a33630-94f7-4917-9a1a-d37d74734204.json
[747/995] Threat of New Entrant                              ✓ enriched in 132.2s → data/dossiers/4fb21add-958c-4cc1-a7d9-40691daf6c72.json
[748/995] McKinsey & Company Interview Experiences with Solu ✓ enriched in 71.4s → data/dossiers/61af96d8-26ed-4484-8ef0-d26fb576b961.json
[749/995] MIMO Technology (8)                                ✓ enriched in 31.7s → data/dossiers/e9456db0-bbaf-4fe6-b135-659b39fee9f2.json
[750/995] Acquisition of a Payment Service Provider          ✓ enriched in 110.1s → data/dossiers/b027539e-cdeb-429d-9c0d-edd48507cbbd.json
[751/995] Expansion of Refining Capacity                     ✓ enriched in 183.2s → data/dossiers/002ec026-a161-4ce5-823c-96ba0f0076a7.json
[752/995] Declining Response in a Competition                ✓ enriched in 92.8s → data/dossiers/a31c9794-f52f-48a7-b8f0-5a54e0bcd504.json
[753/995] Cyclicity in Malaria Medicine Prices               ✗ cerebras 404: {"message":"Model llama3.1-70b does not exist or you do not have access to it.","type":"not_found_error","param":"model","code":"model_not_found"}
[754/995] Guesstimate 3: Estimate the annual revenue of a mu ✓ enriched in 72.9s → data/dossiers/f29610f0-2d28-4078-bc03-f3add4b01680.json
[755/995] Orange Yoga Studio: Increase Class Size            ✓ enriched in 74.1s → data/dossiers/887dda52-07d0-4949-a0f8-2f2182b56a2b.json
[756/995] Guesstimate 1: Estimate the annual demand for Gold ✓ enriched in 141.3s → data/dossiers/0773dc4d-6f2e-4cf8-b858-63e69d05e5e4.json
[757/995] Guesstimate 2: Estimate the number of crows in Ahm ✓ enriched in 116.1s → data/dossiers/2fec2896-15d4-4311-81fe-5a74c8a4da1e.json
[758/995] Formula 1                                          ✓ enriched in 41.9s → data/dossiers/91dcb899-f3a9-4dcb-9599-23cd79f39d45.json
[759/995] Karate the next Cricket                            ✓ enriched in 88.7s → data/dossiers/d7b3b09f-ba04-4eb9-9a0e-8d159efbbcb5.json
[760/995] Oil Transport Contract                             ✓ enriched in 195.5s → data/dossiers/f7d9cd45-aa93-4f89-9448-fcac0a9dce51.json
[761/995] Expenditure Incurred by Government of India in Lok ✓ enriched in 131.1s → data/dossiers/8435dfe4-529b-4a5d-993b-54cc75671d5b.json
[762/995] Airline Operator Profitability Case                ✓ enriched in 86.6s → data/dossiers/9e0413fe-c0b8-4ba0-bac8-7432f50395de.json
[763/995] Go Green strategy for an Indian Airlines Company   ✓ enriched in 154.5s → data/dossiers/8dc78c4b-d2ad-479b-879f-f214fb1e4497.json
[764/995] Reducing Spoilage Rate in FMCG                     ✓ enriched in 122.7s → data/dossiers/6f73748a-fc99-4c8f-880b-b70b02442af4.json
[765/995] Acquisition Opportunity in Online Payments         ✓ enriched in 112.1s → data/dossiers/fdb05858-c4b2-4957-bb52-1daabc8a238c.json
[766/995] Global Cement Manufacturer Capacity Expansion in I ✓ enriched in 142.6s → data/dossiers/6608123f-658b-4b9c-8b2b-ca14e9ad9119.json
[767/995] Italian Paper                                      ✓ enriched in 155.9s → data/dossiers/6ac16254-31a8-4c56-93c3-49c6f354d817.json
[768/995] Alpha Buys Baseball Team                           ✓ enriched in 95.5s → data/dossiers/e47fd2fc-043c-4b98-9d23-08677dcbc333.json
[769/995] Cycles in West Bengal                              ✓ enriched in 132.9s → data/dossiers/424e0b8d-d645-4d62-aa82-84a38cc4a13f.json
[770/995] Consult Club IIM Ahmedabad Case Book 2020-21       ✓ enriched in 92.2s → data/dossiers/f3157936-d409-4d2e-9e8e-c2b7f155e8ce.json
[771/995] Healthcare Market Entry                            ✓ enriched in 135.5s → data/dossiers/ba97f4d0-cd61-4b65-b8ec-21e44b09d06a.json
[772/995] Sandwich Bags (IV of VII)                          ✓ enriched in 152.2s → data/dossiers/6138eb3c-cc75-4e30-b016-d8a29c99ff04.json
[773/995] Telecom Market Analysis                            ✓ enriched in 28.2s → data/dossiers/1e160369-a3ec-410e-ac38-015309b2159d.json
[774/995] Drug pricing – Interview transcript                ✓ enriched in 24.3s → data/dossiers/16bf85c4-3d38-4657-b98f-7ff203757d83.json
[775/995] Retail Supply Chain Optimization                   ✓ enriched in 173.8s → data/dossiers/7654625a-3659-4591-b1d6-e7ae060e4d5e.json
[776/995] Hospital Operations Improvement                    ✗ cerebras 404: {"message":"Model llama3.1-70b does not exist or you do not have access to it.","type":"not_found_error","param":"model","code":"model_not_found"}
